0,-67
8.358,-68
16.591,-58
24.761,-58
33.01,-51
41.18,-53
49.569,-67
58.01,-65
66.392,-67
74.812,-67
83.163,-70
91.587,-62
99.978,-66
108.391,-68
116.782,-68
124.985,-54
133.179,-58
141.591,-90
149.795,-57
157.988,-45
166.182,-56
174.614,-72
183.015,-77
191.401,-74
